handle,name,platform,niche,followers,avg_engagement_rate,location,verified,fake_followers_pct,data_repaired_flag,recent_posts_sampled_sim,luxury_post_count_sim,jewelry_post_count_sim,fashion_apparel_post_count_sim,beauty_post_count_sim,lifestyle_post_count_sim,luxury_post_ratio_sim,jewelry_post_ratio_sim,fashion_apparel_post_ratio_sim,beauty_post_ratio_sim,lifestyle_post_ratio_sim,past_campaign_count_sim,past_luxury_campaign_count_sim,past_successful_campaign_count_sim,past_successful_luxury_campaign_count_sim,past_campaign_success_rate_sim,past_luxury_campaign_success_rate_sim,avg_campaign_roas_sim,avg_sales_uplift_pct_sim,avg_conversion_rate_pct_sim,simulated_campaign_success_target,synthetic_data_flag,synthetic_generation_version
@fash,FASH,youtube,fashion,15400000.0,37.24,,FALSE,0.0,0,20,12,3,11,6,8,0.6,0.15,0.55,0.3,0.4,5,3,3,2,0.6,0.6667,3.17,27.83,3.75,1,1,v1_deterministic
@harrystyles,Harry Styles,youtube,fashion,15400000.0,50,,FALSE,0.0,0,20,14,5,17,1,6,0.7,0.25,0.85,0.05,0.3,2,2,1,2,0.5,1.0,2.86,16.83,4.03,1,1,v1_deterministic
@professorofhow,Professor Of How,youtube,lifestyle,15400000.0,50,,FALSE,0.0,0,20,7,2,10,6,16,0.35,0.1,0.5,0.3,0.8,6,3,4,2,0.6667,0.6667,3.14,23.85,3.83,1,1,v1_deterministic
@hacksmith,Hacksmith Industries,youtube,gaming,15400000.0,14.08,,FALSE,0.0,0,20,0,0,1,0,5,0.0,0.0,0.05,0.0,0.25,7,0,5,0,0.7143,0.0,3.3,16.49,3.46,0,1,v1_deterministic
@rauwalejandrotv,Rauw Alejandro,youtube,lifestyle,15400000.0,50,,FALSE,0.0,0,20,7,1,6,9,16,0.35,0.05,0.3,0.45,0.8,7,3,5,3,0.7143,1.0,3.83,19.14,4.36,1,1,v1_deterministic
@fueledbyramen,Fueled By Ramen,youtube,gaming,15400000.0,50,,FALSE,0.0,0,20,1,1,3,1,6,0.05,0.05,0.15,0.05,0.3,6,0,3,0,0.5,0.0,2.43,18.86,3.14,0,1,v1_deterministic
@wiederdude,WiederDude,youtube,lifestyle,15400000.0,50,,FALSE,0.0,0,20,6,1,8,7,14,0.3,0.05,0.4,0.35,0.7,12,1,5,1,0.4167,1.0,3.11,16.95,2.88,0,1,v1_deterministic
@firstwefeast,First We Feast,youtube,food,15400000.0,11.82,,FALSE,0.0,0,20,0,1,0,0,5,0.0,0.05,0.0,0.0,0.25,4,0,2,0,0.5,0.0,2.61,10.82,2.88,0,1,v1_deterministic
@theinfographicsshow,The Infographics Show,youtube,tech,15400000.0,7.16,,FALSE,0.0,0,20,0,0,1,1,2,0.0,0.0,0.05,0.05,0.1,5,1,0,1,0.0,1.0,0.66,6.79,0.85,0,1,v1_deterministic
@chinguamiga,Chingu amiga,youtube,lifestyle,15400000.0,40.39,,FALSE,0.0,0,20,11,2,10,5,15,0.55,0.1,0.5,0.25,0.75,9,2,6,2,0.6667,1.0,3.11,15.02,4.27,0,1,v1_deterministic
@wildnout,Wild 'N Out,youtube,lifestyle,15300000.0,18.24,,FALSE,0.0,0,20,8,1,8,1,13,0.4,0.05,0.4,0.05,0.65,13,4,5,2,0.3846,0.5,2.51,17.07,2.62,0,1,v1_deterministic
@musatanveer,MUSA TANVEER,youtube,lifestyle,15300000.0,43.36,,FALSE,0.0,0,20,8,3,5,6,17,0.4,0.15,0.25,0.3,0.85,13,5,7,3,0.5385,0.6,2.75,17.91,4.09,0,1,v1_deterministic
@tvanaemilia,TV Ana Emilia,youtube,lifestyle,15300000.0,33.07,,FALSE,0.0,0,20,5,1,4,4,13,0.25,0.05,0.2,0.2,0.65,4,0,1,0,0.25,0.0,2.26,14.09,2.39,0,1,v1_deterministic
@nehakakkar,Neha Kakkar,youtube,music,15300000.0,50,,FALSE,0.0,0,20,2,1,2,2,6,0.1,0.05,0.1,0.1,0.3,9,2,2,2,0.2222,1.0,1.96,9.72,1.45,0,1,v1_deterministic
@lachlan,Lachlan,youtube,gaming,15300000.0,9.42,,FALSE,0.0,0,20,0,0,1,0,3,0.0,0.0,0.05,0.0,0.15,7,1,2,0,0.2857,0.0,1.74,12.79,2.13,0,1,v1_deterministic
@meghantrainor,Meghan Trainor,youtube,music,15300000.0,50,,FALSE,0.0,0,20,3,1,4,3,2,0.15,0.05,0.2,0.15,0.1,11,1,1,1,0.0909,1.0,1.47,4.18,2.0,1,1,v1_deterministic
@evaluna,Evaluna,tiktok,lifestyle,15300000.0,7.11,,TRUE,0.0,0,40,11,4,14,15,28,0.275,0.1,0.35,0.375,0.7,6,2,3,2,0.5,1.0,2.67,20.03,2.02,0,1,v1_deterministic
@virola_chan,Virola_Chan,youtube,lifestyle,15300000.0,9.17,,FALSE,0.0,0,20,11,0,10,4,12,0.55,0.0,0.5,0.2,0.6,8,4,6,2,0.75,0.5,2.97,28.12,3.42,1,1,v1_deterministic
@babyshark,Baby Shark Official,youtube,gaming,15300000.0,27.93,,FALSE,0.0,0,20,1,1,3,1,2,0.05,0.05,0.15,0.05,0.1,4,0,3,0,0.75,0.0,3.6,13.67,4.53,1,1,v1_deterministic
@suchitiwari13,Suchi Tiwari,youtube,business,15300000.0,50,,FALSE,0.0,0,20,0,0,1,0,1,0.0,0.0,0.05,0.0,0.05,8,0,4,0,0.5,0.0,2.11,7.74,3.68,0,1,v1_deterministic
@tseriestelugu,T-Series Telugu,youtube,music,15200000.0,14.3,,FALSE,0.0,0,20,2,2,5,6,2,0.1,0.1,0.25,0.3,0.1,4,0,4,0,1.0,0.0,4.38,25.35,5.49,0,1,v1_deterministic
@cocomelonanimaltime,CoComelon JJ's Animal Time - Nursery Rhymes,youtube,music,15200000.0,47.16,,FALSE,0.0,0,20,4,2,5,3,6,0.2,0.1,0.25,0.15,0.3,9,1,3,1,0.3333,1.0,2.11,8.18,3.11,1,1,v1_deterministic
@hearthismusictv,Hear This Music,youtube,music,15200000.0,50,,FALSE,0.0,0,20,4,2,5,5,4,0.2,0.1,0.25,0.25,0.2,5,0,3,0,0.6,0.0,3.41,12.61,3.64,1,1,v1_deterministic
@ikerunzu,Iker Unzu,youtube,lifestyle,15200000.0,29.39,,FALSE,0.0,0,20,10,2,13,11,14,0.5,0.1,0.65,0.55,0.7,10,4,6,2,0.6,0.5,3.09,30.08,2.53,1,1,v1_deterministic
@jackdohertyy,Jack Doherty,youtube,business,15200000.0,19.88,,FALSE,0.0,0,20,1,3,0,4,0,0.05,0.15,0.0,0.2,0.0,4,2,2,2,0.5,1.0,2.9,15.57,2.8,1,1,v1_deterministic
@martingarrix,Martin Garrix,youtube,music,15200000.0,50,,FALSE,0.0,0,20,4,2,4,6,6,0.2,0.1,0.2,0.3,0.3,9,1,6,0,0.6667,0.0,3.22,23.13,4.2,1,1,v1_deterministic
@rajgrover005,Raj Grover,youtube,business,15200000.0,50,,FALSE,0.0,0,20,3,0,4,0,5,0.15,0.0,0.2,0.0,0.25,3,1,1,0,0.3333,0.0,1.88,10.24,3.12,0,1,v1_deterministic
@anwar,Anwar Jibawi,youtube,lifestyle,15100000.0,46.57,,FALSE,0.0,0,20,6,0,10,5,18,0.3,0.0,0.5,0.25,0.9,9,4,4,2,0.4444,0.5,2.29,10.88,3.23,1,1,v1_deterministic
@cutelifeshorts,Cute Life Shorts,youtube,business,15100000.0,29.52,,FALSE,0.0,0,20,1,0,2,0,3,0.05,0.0,0.1,0.0,0.15,6,0,2,0,0.3333,0.0,2.33,10.32,2.81,1,1,v1_deterministic
@nikkietutorials,NikkieTutorials,youtube,business,15100000.0,17.18,NL,FALSE,0.0,0,20,2,3,2,1,6,0.1,0.15,0.1,0.05,0.3,12,1,7,1,0.5833,1.0,3.33,17.83,3.85,0,1,v1_deterministic
@jaidenanimations,JaidenAnimations,youtube,lifestyle,15100000.0,50,,FALSE,0.0,0,20,7,2,7,5,16,0.35,0.1,0.35,0.25,0.8,9,3,6,1,0.6667,0.3333,3.49,22.71,4.44,1,1,v1_deterministic
@abhaybhadoriya,Aarna and Abhay Show,youtube,lifestyle,15100000.0,18.02,,FALSE,0.0,0,20,4,3,7,6,6,0.2,0.15,0.35,0.3,0.3,6,1,4,1,0.6667,1.0,3.4,23.55,4.03,1,1,v1_deterministic
@alexgonzagaofficial,Alex Gonzaga Official,youtube,lifestyle,15100000.0,25.37,,FALSE,0.0,0,20,4,1,6,4,14,0.2,0.05,0.3,0.2,0.7,8,1,5,1,0.625,1.0,3.13,22.14,3.69,0,1,v1_deterministic
@bietheska,Bie The Ska,youtube,lifestyle,15000000.0,15.45,,FALSE,0.0,0,20,6,1,9,7,15,0.3,0.05,0.45,0.35,0.75,8,4,4,1,0.5,0.25,2.9,24.93,3.25,0,1,v1_deterministic
@blippiplaytime,Blippi Playtime,youtube,travel,15000000.0,50,,FALSE,0.0,0,20,4,2,6,7,13,0.2,0.1,0.3,0.35,0.65,6,1,1,1,0.1667,1.0,2.15,-3.58,2.25,1,1,v1_deterministic
@penmultiplex,Pen Multiplex,youtube,lifestyle,15000000.0,7.7,,FALSE,0.0,0,20,8,2,4,5,16,0.4,0.1,0.2,0.25,0.8,9,4,3,3,0.3333,0.75,2.24,10.33,1.93,0,1,v1_deterministic
@wamindiamovies,Wamindia Movies,youtube,music,15000000.0,35.31,,FALSE,0.0,0,20,2,1,4,3,5,0.1,0.05,0.2,0.15,0.25,5,3,1,1,0.2,0.3333,1.29,9.23,2.14,0,1,v1_deterministic
@pushkarrajthakurofficial,Pushkar Raj Thakur: Stock Market Educator ?,youtube,finance,15000000.0,3.44,IN,FALSE,0.0,0,20,0,2,0,0,3,0.0,0.1,0.0,0.0,0.15,4,0,3,0,0.75,0.0,3.25,18.72,3.1,1,1,v1_deterministic
@erb,ERB,youtube,comedy,15000000.0,50,,FALSE,0.0,0,20,2,0,1,0,6,0.1,0.0,0.05,0.0,0.3,6,0,3,0,0.5,0.0,2.7,29.9,3.59,1,1,v1_deterministic
@utkarshclasses13,Utkarsh Classes,youtube,lifestyle,15000000.0,1.87,,FALSE,0.0,0,20,3,1,7,6,14,0.15,0.05,0.35,0.3,0.7,1,0,1,0,1.0,0.0,3.79,30.03,3.88,0,1,v1_deterministic
@sandeepbhattvlogs,Sandeep Bhatt Vlogs,youtube,lifestyle,15000000.0,35.21,,FALSE,0.0,0,20,10,0,7,3,15,0.5,0.0,0.35,0.15,0.75,4,1,3,0,0.75,0.0,3.83,25.2,4.24,1,1,v1_deterministic
@marcelotwelve,marcelotwelve,tiktok,lifestyle,15000000.0,5.17,,TRUE,0.0,0,40,12,4,13,10,27,0.3,0.1,0.325,0.25,0.675,8,3,4,2,0.5,0.6667,2.49,15.58,2.13,1,1,v1_deterministic
@theslowmoguys,The Slow Mo Guys,youtube,business,15000000.0,48.74,,FALSE,0.0,0,20,0,0,0,0,3,0.0,0.0,0.0,0.0,0.15,3,0,0,0,0.0,0.0,1.11,2.99,1.29,1,1,v1_deterministic
@tommyinnit,TommyInnit,youtube,lifestyle,15000000.0,32.11,,FALSE,0.0,0,20,4,1,4,3,16,0.2,0.05,0.2,0.15,0.8,10,1,5,1,0.5,1.0,3.01,16.13,3.16,1,1,v1_deterministic
@majorlazer,Major Lazer Official,youtube,lifestyle,15000000.0,50,,FALSE,0.0,0,20,5,0,8,8,15,0.25,0.0,0.4,0.4,0.75,1,0,0,0,0.0,0.0,0.64,8.34,1.53,0,1,v1_deterministic
@theofficialsbi,State Bank of India,youtube,lifestyle,14900000.0,9.63,,FALSE,0.0,0,20,7,3,8,5,16,0.35,0.15,0.4,0.25,0.8,7,1,3,1,0.4286,1.0,2.6,17.59,2.2,0,1,v1_deterministic
@boramtubetoysreview9575,Boram Tube ToysReview [ë³´ë?ë¸ ? ì´ë¦¬ë·°],youtube,lifestyle,14900000.0,50,,FALSE,0.0,0,20,8,2,12,4,16,0.4,0.1,0.6,0.2,0.8,9,2,6,2,0.6667,1.0,3.8,25.07,4.41,0,1,v1_deterministic
@jagritipahwa,Jagriti Pahwa,youtube,lifestyle,14900000.0,50,,FALSE,0.0,0,20,8,1,9,4,14,0.4,0.05,0.45,0.2,0.7,4,1,4,0,1.0,0.0,4.49,28.03,5.71,1,1,v1_deterministic
@5-minutecraftsshorts,5-Minute Crafts SHORTS,youtube,lifestyle,14900000.0,17.74,,FALSE,0.0,0,20,6,3,8,8,13,0.3,0.15,0.4,0.4,0.65,5,0,3,0,0.6,0.0,3.47,19.59,4.19,0,1,v1_deterministic
@officialfuturevideos,Future,youtube,lifestyle,14900000.0,50,,FALSE,0.0,0,20,6,2,7,7,14,0.3,0.1,0.35,0.35,0.7,9,4,4,2,0.4444,0.5,2.43,12.92,3.73,1,1,v1_deterministic
@chimkandi,Chimkandi,youtube,business,14900000.0,50,,FALSE,0.0,0,20,0,0,0,0,2,0.0,0.0,0.0,0.0,0.1,4,1,2,0,0.5,0.0,2.5,17.14,3.44,0,1,v1_deterministic
@rachitrojha,Rachit Rojha,youtube,business,14900000.0,50,,FALSE,0.0,0,20,3,0,3,1,6,0.15,0.0,0.15,0.05,0.3,6,2,3,1,0.5,0.5,2.63,15.7,3.26,1,1,v1_deterministic
@gims,GIMS,youtube,lifestyle,14800000.0,50,,FALSE,0.0,0,20,6,1,9,2,14,0.3,0.05,0.45,0.1,0.7,8,1,4,1,0.5,1.0,3.31,11.79,3.4,1,1,v1_deterministic
@yosoyplex,YoSoyPlex,youtube,lifestyle,14800000.0,21.09,,FALSE,0.0,0,20,3,4,6,5,13,0.15,0.2,0.3,0.25,0.65,5,1,3,1,0.6,1.0,3.3,14.96,4.22,1,1,v1_deterministic
@sirfshreyansh,Sirf Shreyansh,youtube,lifestyle,14800000.0,50,,FALSE,0.0,0,20,3,3,11,4,12,0.15,0.15,0.55,0.2,0.6,4,0,4,0,1.0,0.0,4.36,21.63,5.13,1,1,v1_deterministic
@crafteraditi,Crafter Aditi,youtube,business,14800000.0,38.91,IN,FALSE,0.0,0,20,0,0,1,0,6,0.0,0.0,0.05,0.0,0.3,4,0,2,0,0.5,0.0,2.54,14.08,4.08,0,1,v1_deterministic
@doctormike,Doctor Mike,youtube,lifestyle,14800000.0,29.39,,FALSE,0.0,0,20,6,3,6,7,12,0.3,0.15,0.3,0.35,0.6,6,3,2,3,0.3333,1.0,2.44,14.56,3.4,0,1,v1_deterministic
@marrkadams89,marrkadams,youtube,lifestyle,14800000.0,22.38,,FALSE,0.0,0,20,7,0,5,5,14,0.35,0.0,0.25,0.25,0.7,3,1,3,1,1.0,1.0,4.22,33.4,5.56,1,1,v1_deterministic
@rosannapansino,Rosanna Pansino,youtube,lifestyle,14800000.0,16.89,,FALSE,0.0,0,20,6,2,10,10,12,0.3,0.1,0.5,0.5,0.6,5,0,1,0,0.2,0.0,1.78,9.3,1.96,1,1,v1_deterministic
@carlosferiag,Carlos Feria,youtube,lifestyle,14800000.0,28.34,,FALSE,0.0,0,20,8,1,5,4,19,0.4,0.05,0.25,0.2,0.95,12,3,8,2,0.6667,0.6667,3.17,20.71,4.28,1,1,v1_deterministic
@harishnayakdancer,Harish Nayak Dancer,youtube,lifestyle,14800000.0,34.12,,FALSE,0.0,0,20,5,2,6,5,14,0.25,0.1,0.3,0.25,0.7,4,2,2,1,0.5,0.5,3.04,13.03,3.44,0,1,v1_deterministic
@karadenizlimaceraci,Karadenizli MaceracÄ±,youtube,food,14800000.0,50,,FALSE,0.0,0,20,2,1,1,0,8,0.1,0.05,0.05,0.0,0.4,9,3,7,1,0.7778,0.3333,3.52,17.95,4.34,0,1,v1_deterministic
@liveinsaan,Live Insaan,youtube,business,14800000.0,36.92,,FALSE,0.0,0,20,0,0,3,3,6,0.0,0.0,0.15,0.15,0.3,5,0,2,0,0.4,0.0,2.15,9.68,3.43,0,1,v1_deterministic
@wesleysafadao,Wesley SafadÃ£o,youtube,lifestyle,14700000.0,50,,FALSE,0.0,0,20,5,1,6,3,16,0.25,0.05,0.3,0.15,0.8,5,1,1,1,0.2,1.0,2.62,10.28,2.4,0,1,v1_deterministic
@rizanovauz,RizaNovaUZ,youtube,lifestyle,14700000.0,12.15,,FALSE,0.0,0,20,4,2,8,5,14,0.2,0.1,0.4,0.25,0.7,8,3,4,1,0.5,0.3333,2.71,18.71,2.32,0,1,v1_deterministic
@dylan_anderson,Dylan Anderson,youtube,lifestyle,14700000.0,50,,FALSE,0.0,0,20,4,4,11,5,15,0.2,0.2,0.55,0.25,0.75,6,1,4,1,0.6667,1.0,3.37,19.61,3.76,1,1,v1_deterministic
@merryclestari,merryclestari,youtube,lifestyle,14700000.0,38.77,,FALSE,0.0,0,20,4,1,5,3,13,0.2,0.05,0.25,0.15,0.65,8,0,3,0,0.375,0.0,2.22,4.62,3.0,1,1,v1_deterministic
@drberg,Dr. Eric Berg DC,youtube,music,14700000.0,3.93,,FALSE,0.0,0,20,6,2,5,6,4,0.3,0.1,0.25,0.3,0.2,4,3,1,2,0.25,0.6667,1.79,8.77,2.12,0,1,v1_deterministic
@asmrlinastarofficial,AsmrLinastar,youtube,business,14700000.0,50,,FALSE,0.0,0,20,1,2,2,0,3,0.05,0.1,0.1,0.0,0.15,1,0,1,0,1.0,0.0,4.06,21.59,4.73,0,1,v1_deterministic
@kaicenatlive,Kai Cenat Live,youtube,lifestyle,14700000.0,18.84,,FALSE,0.0,0,20,6,2,6,8,18,0.3,0.1,0.3,0.4,0.9,11,4,8,3,0.7273,0.75,3.48,24.19,4.27,0,1,v1_deterministic
@priyankatyagi03,Priyanka tyagi,youtube,lifestyle,14600000.0,46.69,,FALSE,0.0,0,20,3,5,8,3,11,0.15,0.25,0.4,0.15,0.55,12,2,8,2,0.6667,1.0,3.14,23.09,3.75,0,1,v1_deterministic
@alethaabew,Aletha Abew,youtube,lifestyle,14600000.0,50,,FALSE,0.0,0,20,4,3,5,5,15,0.2,0.15,0.25,0.25,0.75,8,3,4,1,0.5,0.3333,2.8,13.39,3.23,1,1,v1_deterministic
@mahafuntv3,Maha Fun Tv,youtube,lifestyle,14600000.0,50,,FALSE,0.0,0,20,5,4,6,6,16,0.25,0.2,0.3,0.3,0.8,8,2,5,2,0.625,1.0,3.83,11.8,4.1,1,1,v1_deterministic
@bharatzkitchenhindi,bharatzkitchen HINDI,youtube,lifestyle,14600000.0,20.32,,FALSE,0.0,0,20,5,4,6,3,14,0.25,0.2,0.3,0.15,0.7,10,3,7,3,0.7,1.0,3.25,14.77,3.29,1,1,v1_deterministic
@poonamsikarwar92,PoonamSikarwar,youtube,lifestyle,14600000.0,50,,FALSE,0.0,0,20,8,1,5,5,14,0.4,0.05,0.25,0.25,0.7,9,3,5,2,0.5556,0.6667,3.45,17.32,3.78,0,1,v1_deterministic
@ravishkumar.official,Ravish Kumar Official,youtube,lifestyle,14600000.0,13,,FALSE,0.0,0,20,9,3,6,9,15,0.45,0.15,0.3,0.45,0.75,7,0,3,0,0.4286,0.0,2.82,12.07,2.8,1,1,v1_deterministic
@kabitaskitchen,Kabita's Kitchen,youtube,food,14600000.0,11.2,,FALSE,0.0,0,20,0,0,0,1,5,0.0,0.0,0.0,0.05,0.25,9,1,4,0,0.4444,0.0,2.56,11.06,2.99,1,1,v1_deterministic
@officialjassrecords,Jass Records,youtube,music,14600000.0,7.08,,FALSE,0.0,0,20,6,1,6,6,6,0.3,0.05,0.3,0.3,0.3,1,0,1,0,1.0,0.0,3.71,25.53,4.44,0,1,v1_deterministic
@lokdhunpunjabi,Lokdhun Punjabi,youtube,music,14600000.0,33.6,,FALSE,0.0,0,20,6,0,4,0,3,0.3,0.0,0.2,0.0,0.15,8,3,7,1,0.875,0.3333,4.38,29.48,5.22,1,1,v1_deterministic
@oficialhungria,Hungria,youtube,lifestyle,14600000.0,50,,FALSE,0.0,0,20,4,1,6,3,13,0.2,0.05,0.3,0.15,0.65,7,1,3,0,0.4286,0.0,2.74,11.5,3.41,0,1,v1_deterministic
@cookingwithlynja,Cooking With Lynja,youtube,food,14600000.0,50,,FALSE,0.0,0,20,3,3,2,0,6,0.15,0.15,0.1,0.0,0.3,9,0,5,0,0.5556,0.0,3.16,17.11,3.3,1,1,v1_deterministic
@johnnydepp,Johnny Depp,tiktok,lifestyle,14600000.0,8.6,,TRUE,0.0,0,40,13,3,16,10,30,0.325,0.075,0.4,0.25,0.75,9,3,5,0,0.5556,0.0,2.66,21.42,2.73,1,1,v1_deterministic
@singkingkaraoke,Sing King,youtube,music,14500000.0,13.43,,FALSE,0.0,0,20,5,2,7,2,4,0.25,0.1,0.35,0.1,0.2,5,1,5,1,1.0,1.0,4.07,26.86,5.5,1,1,v1_deterministic
@olivertree,Oliver Tree,tiktok,lifestyle,14500000.0,11.95,,TRUE,0.0,0,40,7,3,14,10,30,0.175,0.075,0.35,0.25,0.75,9,2,5,1,0.5556,0.5,2.76,17.55,3.04,0,1,v1_deterministic
@myketowers,Myke Towers,youtube,music,14500000.0,50,,FALSE,0.0,0,20,4,3,5,2,4,0.2,0.15,0.25,0.1,0.2,6,1,2,1,0.3333,1.0,2.22,2.88,3.38,0,1,v1_deterministic
@milaad_k,Milaad K,youtube,business,14500000.0,50,,FALSE,0.0,0,20,0,0,0,0,4,0.0,0.0,0.0,0.0,0.2,7,0,3,0,0.4286,0.0,2.23,14.46,3.51,0,1,v1_deterministic
@hansrajraghuwanshi,Hansraj Raghuwanshi,youtube,lifestyle,14500000.0,50,,FALSE,0.0,0,20,2,2,6,3,14,0.1,0.1,0.3,0.15,0.7,2,1,1,0,0.5,0.0,2.5,11.52,3.26,1,1,v1_deterministic
@karenlorenza,Karen Lorenza,youtube,business,14500000.0,27.39,,FALSE,0.0,0,20,0,2,0,0,0,0.0,0.1,0.0,0.0,0.0,8,1,5,0,0.625,0.0,3.34,18.47,3.37,0,1,v1_deterministic
@cyprien,Cyprien,youtube,lifestyle,14500000.0,50,,FALSE,0.0,0,20,10,3,11,6,14,0.5,0.15,0.55,0.3,0.7,6,2,3,1,0.5,0.5,3.43,13.81,3.58,1,1,v1_deterministic
@reactiontime,Reaction Time,youtube,lifestyle,14500000.0,17.84,,FALSE,0.0,0,20,9,2,7,8,12,0.45,0.1,0.35,0.4,0.6,6,4,3,1,0.5,0.25,2.8,9.04,2.94,0,1,v1_deterministic
@sisvsbro,SIS vs BRO,youtube,gaming,14500000.0,50,,FALSE,0.0,0,20,0,0,1,0,5,0.0,0.0,0.05,0.0,0.25,4,0,3,0,0.75,0.0,3.62,19.3,4.41,0,1,v1_deterministic
@anandaudio,Anand Audio,youtube,music,14500000.0,10.77,,FALSE,0.0,0,20,6,2,3,5,4,0.3,0.1,0.15,0.25,0.2,4,2,4,0,1.0,0.0,3.78,24.98,5.05,0,1,v1_deterministic
@faptv2014,FAPTV,youtube,lifestyle,14500000.0,17.55,,FALSE,0.0,0,20,5,2,4,3,11,0.25,0.1,0.2,0.15,0.55,4,3,1,1,0.25,0.3333,2.11,10.12,2.96,1,1,v1_deterministic
@bbcearth,BBC Earth,youtube,lifestyle,14400000.0,11.54,,FALSE,0.0,0,20,5,2,6,5,16,0.25,0.1,0.3,0.25,0.8,7,2,3,2,0.4286,1.0,2.47,13.28,2.56,0,1,v1_deterministic
@dheerajkevlogs,Dheeraj ke Vlogs,youtube,business,14400000.0,50,,FALSE,0.0,0,20,0,0,1,0,4,0.0,0.0,0.05,0.0,0.2,7,0,3,0,0.4286,0.0,2.73,13.72,3.82,1,1,v1_deterministic
@lilwayne,Lil Wayne,youtube,lifestyle,14400000.0,50,,FALSE,0.0,0,20,3,5,9,8,14,0.15,0.25,0.45,0.4,0.7,7,1,5,0,0.7143,0.0,3.71,22.53,4.23,0,1,v1_deterministic
@paayaltenashortvideos,Paayal Tena Short Videos,youtube,comedy,14400000.0,50,,FALSE,0.0,0,20,2,1,4,1,3,0.1,0.05,0.2,0.05,0.15,6,0,1,0,0.1667,0.0,1.84,9.57,1.86,0,1,v1_deterministic
@imkavyfitness,imkavy,youtube,fitness,14400000.0,31.04,,FALSE,0.0,0,20,0,0,7,0,9,0.0,0.0,0.35,0.0,0.45,6,1,3,0,0.5,0.0,2.75,19.33,3.28,0,1,v1_deterministic
@elrubius,Rubius Z,youtube,gaming,14400000.0,25.17,,FALSE,0.0,0,20,0,0,1,2,7,0.0,0.0,0.05,0.1,0.35,8,3,2,3,0.25,1.0,1.87,7.73,2.32,1,1,v1_deterministic
@joojnatueng,Jooj Natu ENG,youtube,lifestyle,14300000.0,50,,FALSE,0.0,0,20,6,1,9,7,10,0.3,0.05,0.45,0.35,0.5,11,5,8,5,0.7273,1.0,3.49,18.94,4.8,0,1,v1_deterministic
@francoescamilla,Franco Escamilla,youtube,lifestyle,14300000.0,10.02,,FALSE,0.0,0,20,5,3,14,3,13,0.25,0.15,0.7,0.15,0.65,5,1,3,1,0.6,1.0,2.61,15.65,3.47,0,1,v1_deterministic
@mashabearturkey,MaÅa Ä°le Koca AyÄ±,youtube,lifestyle,14300000.0,34.67,,FALSE,0.0,0,20,7,0,6,4,15,0.35,0.0,0.3,0.2,0.75,12,4,7,2,0.5833,0.5,3.34,11.63,3.81,0,1,v1_deterministic
@lindseystirling,Lindsey Stirling,youtube,music,14300000.0,48.41,,FALSE,0.0,0,20,4,4,5,5,7,0.2,0.2,0.25,0.25,0.35,5,3,5,2,1.0,0.6667,4.25,30.45,5.9,0,1,v1_deterministic
@colinamazing,Colin Amazing,youtube,lifestyle,14300000.0,50,,FALSE,0.0,0,20,6,1,8,6,15,0.3,0.05,0.4,0.3,0.75,8,3,5,3,0.625,1.0,3.59,13.58,4.46,1,1,v1_deterministic
@oumwalidcuisine,Oum Walid,youtube,lifestyle,14300000.0,11.09,,FALSE,0.0,0,20,2,2,7,3,15,0.1,0.1,0.35,0.15,0.75,6,1,3,1,0.5,1.0,2.52,16.89,2.58,1,1,v1_deterministic
@landenpurifoy,Landen Purifoy,youtube,lifestyle,14300000.0,50,,FALSE,0.0,0,20,4,0,5,5,14,0.2,0.0,0.25,0.25,0.7,4,2,3,2,0.75,1.0,2.88,21.99,4.0,0,1,v1_deterministic
@osv-,OSV,youtube,lifestyle,14300000.0,24.15,,FALSE,0.0,0,20,7,2,6,6,13,0.35,0.1,0.3,0.3,0.65,7,5,3,4,0.4286,0.8,2.7,22.14,2.57,1,1,v1_deterministic
@laylaroblox,Layla Roblox,youtube,business,14200000.0,26.65,,FALSE,0.0,0,20,2,1,0,1,6,0.1,0.05,0.0,0.05,0.3,8,0,2,0,0.25,0.0,2.33,12.78,2.6,0,1,v1_deterministic
@athleanx,ATHLEAN-X,youtube,fitness,14200000,11.65,US,FALSE,0,1,20,1,0,8,1,8,0.05,0.0,0.4,0.05,0.4,4,1,4,1,1.0,1.0,3.81,27.14,4.4,1,1,v1_deterministic
@rclbeauty101,Rclbeauty101,youtube,beauty,14200000.0,50,,FALSE,0.0,0,20,8,2,9,14,6,0.4,0.1,0.45,0.7,0.3,6,2,3,2,0.5,1.0,2.98,20.32,3.19,1,1,v1_deterministic
@UC_gFB8z2Z7ETiBnH_pCbrDA,Gamze - Nursery Rhymes,youtube,lifestyle,14200000.0,50,,FALSE,0.0,0,20,6,4,9,5,15,0.3,0.2,0.45,0.25,0.75,6,2,5,1,0.8333,0.5,3.56,36.17,5.22,0,1,v1_deterministic
@elalejandroliendo,Alejandro Liendo,youtube,lifestyle,14200000.0,15.43,,FALSE,0.0,0,20,9,3,8,4,11,0.45,0.15,0.4,0.2,0.55,9,4,2,1,0.2222,0.25,1.96,9.85,2.26,1,1,v1_deterministic
@funnymike225,FunnyMike,youtube,comedy,14200000.0,36.33,,FALSE,0.0,0,20,3,1,1,1,4,0.15,0.05,0.05,0.05,0.2,11,2,5,1,0.4545,0.5,3.12,11.52,3.16,1,1,v1_deterministic
